target_id	length	eff_length	est_counts	tpm
YBL066C	3447	3420	530.443	1.98154
YBL065W	345	318	21.5574	0.866083
YBL064C	786	759	2824	47.5349
YBL063W	3336	3309	806	3.11192
YBL062W	381	354	0	0
YBL061C	2091	2064	2856	17.6782
YBL060W	2064	2037	643	4.03283
YBL059C-A	330	303	718	30.2741
YBL059W	582	555	266	6.1232
YBL058W	1272	1245	11670	119.754
YBL057C	627	600	2319	49.3787
YBL056W	1407	1380	6155	56.9821
YBL055C	1257	1230	1254	13.0251
YBL054W	1578	1551	1698	13.9867
YBL053W	375	348	1.37024	0.0503044
YBL052C	2496	2469	331.63	1.71602
YBL051C	2007	1980	7107	45.8576
YBL050W	879	852	6295	94.3943
YBL049W	417	390	34	1.11379
YBL048W	312	285	9	0.403448
YBL047C	4146	4119	21271	65.976
YBL046W	1326	1299	1191	11.7137
YBL045C	1374	1347	8692	82.4407
YBL044W	369	342	0	0
YBL043W	774	747	17	0.290749
YBL042C	1920	1893	4802	32.4087
YBL041W	726	699	10837	198.071
YBL040C	660	633	3585	72.3561
YBL039W-B	180	153	77	6.42968
YBL039C	1740	1713	22573	168.353
YBL039C-A	84	57	0	0
YBL038W	699	672	1616	30.7229
YBL037W	3078	3051	1940	8.12361
YBL036C	774	747	3428	58.6287
YBL035C	2118	2091	2395	14.6333
YBL034C	4542	4515	1964	5.55742
YBL033C	1038	1011	2264	28.6098
YBL032W	1146	1119	9000	102.755
YBL031W	1017	990	428	5.5233
YBL030C	957	930	31087	427.057
YBL029C-A	285	258	509	25.2051
YBL029W	1131	1104	224	2.5922
YBL028C	321	294	3080	133.842
YBL027W	570	543	137683	3239.45
YBL026W	288	261	1904	93.2001
YBL025W	438	411	486	15.1072
YBL024W	2055	2028	14837	93.4691
YBL023C	2607	2580	3255	16.1184
YBL022C	3402	3375	13212	50.0132
YBL021C	435	408	897	28.0881
YBL020W	1725	1698	1476	11.1055
YBL019W	1563	1536	243	2.02118
YBL018C	402	375	771	26.2671
YBL017C	4740	4713	11071.4	30.012
YBL016W	1062	1035	2491	30.7484
YBL015W	1581	1554	2369	19.4762
YBL014C	2685	2658	364	1.74959
YBL013W	1206	1179	370	4.00938
YBL012C	402	375	201.496	6.86475
YBL011W	2280	2253	2217.5	12.5746
YBL010C	843	816	804	12.588
YBL009W	2031	2004	1889	12.0427
YBL008W-A	240	213	1	0.0599805
YBL008W	2523	2496	1061	5.43076
YBL007C	3735	3708	21384	73.6782
YBL006C	543	516	1226.32	30.363
YBL006W-A	150	123	240.679	24.9991
YBL005W	2931	2904	999	4.395
YBL005W-A	1323	1296	4108.03	40.4965
YBL005W-B	5268	5241	1302.51	3.17509
YBL004W	7482	7455	10338	17.7165
YBL003C	399	372	31495.1	1081.66
YBL002W	396	369	41144.1	1424.53
YBL001C	315	288	3809	168.969
YBR001C	2343	2316	1732.73	9.55832
YBR002C	861	834	1238	18.9646
YBR003W	1422	1395	1367	12.5194
YBR004C	1302	1275	837	8.38697
YBR005W	642	615	539	11.197
YBR006W	1494	1467	1015	8.83946
YBR007C	2211	2184	931	5.44612
YBR008C	1647	1620	31	0.244476
YBR009C	312	285	35764	1603.21
YBR010W	411	384	32942.8	1096.02
YBR011C	864	837	97117	1482.38
YBR012C	420	393	77	2.50316
YBR012W-A	1323	1296	1605.05	15.8225
YBR012W-B	5271	5244	348.784	0.849736
YBR013C	390	363	170	5.98318
YBR014C	612	585	2347	51.2563
YBR015C	1794	1767	7504	54.2558
YBR016W	387	360	3638	129.107
YBR017C	2757	2730	7247.63	33.9175
YBR018C	1101	1074	397	4.72254
YBR019C	2100	2073	821	5.0598
YBR020W	1587	1560	1935	15.847
YBR021W	1902	1875	604	4.11553
YBR022W	534	507	827	20.8395
YBR023C	3498	3471	4210	15.4959
YBR024W	906	879	835	12.1363
YBR025C	1185	1158	57020	629.084
YBR026C	1143	1116	3695	42.3
YBR027C	333	306	1	0.0417511
YBR028C	1578	1551	1396	11.4991
YBR029C	1374	1347	3712	35.2071
YBR030W	1659	1632	801	6.2705
YBR031W	1089	1062	310367	3733.72
YBR032W	303	276	0	0
YBR033W	2760	2733	43	0.20101
YBR034C	1047	1020	6440	80.6632
YBR035C	687	660	8313	160.918
YBR036C	1233	1206	6822	72.2694
YBR037C	888	861	1416	21.0112
YBR038W	2892	2865	5534	24.6777
YBR039W	936	909	11809	165.974
YBR040W	897	870	39	0.57271
YBR041W	2010	1983	2625	16.9121
YBR042C	1194	1167	1417	15.5127
YBR043C	2070	2043	445	2.7828
YBR044C	1719	1692	443	3.34498
YBR045C	1920	1893	81	0.546669
YBR046C	1005	978	3583	46.8056
YBR047W	528	501	339	8.64474
YBR048W	471	444	81039.3	2331.86
YBR049C	2433	2406	7783	41.3277
YBR050C	1017	990	72.6143	0.937081
YBR051W	351	324	1.38567	0.0546391
YBR052C	633	606	4272	90.0634
YBR053C	1077	1050	3124	38.0112
YBR054W	1035	1008	1261.03	15.9829
YBR055C	2700	2673	1404	6.71055
YBR056W	1506	1479	3235	27.9445
YBR056W-A	201	174	87	6.38792
YBR056C-B	159	132	186	18.0023
YBR057C	1101	1074	1404	16.7014
YBR058C	2346	2319	4135	22.7806
YBR058C-A	243	216	2462	145.621
YBR059C	3327	3300	3841	14.8703
YBR060C	1863	1836	1454	10.1177
YBR061C	933	906	2713	38.257
YBR062C	543	516	1255	31.073
YBR063C	1215	1188	4	0.0430163
YBR064W	429	402	0	0
YBR065C	1095	1068	694	8.30191
YBR066C	663	636	1343	26.9779
YBR067C	633	606	25425	536.016
YBR068C	1830	1803	9443	66.912
YBR069C	1860	1833	9980	69.5597
YBR070C	714	687	869	16.1604
YBR071W	636	609	2157	45.2504
YBR072W	645	618	3611	74.6498
YBR072C-A	162	135	4	0.378544
YBR073W	2877	2850	3966	17.7786
YBR074W	2931	2904	3512	15.4507
YBR076W	1065	1038	24	0.295395
YBR076C-A	267	240	6	0.319396
YBR077C	489	462	1354	37.4426
YBR078W	1290	1263	121552	1229.56
YBR079C	2895	2868	28137	125.34
YBR080C	2277	2250	10800	61.3241
YBR081C	3999	3972	1962	6.31073
YBR082C	447	420	21574	656.253
YBR083W	1461	1434	2874	25.6052
YBR084W	2928	2901	11185	49.2581
YBR084C-A	570	543	88984.7	2093.66
YBR085W	924	897	1003	14.2856
YBR085C-A	258	231	2601	143.853
YBR086C	2841	2814	8554	38.836
YBR087W	1065	1038	2279	28.0503
YBR088C	777	750	8600.91	146.512
YBR089W	600	573	1250.09	27.8725
YBR089C-A	300	273	3314.92	155.131
YBR090C	369	342	380.085	14.1985
YBR091C	330	303	1048	44.1884
YBR092C	1404	1377	15749.5	146.124
YBR093C	1404	1377	14875.3	138.014
YBR094W	2262	2235	2369	13.5418
YBR095C	1293	1266	1012	10.2126
YBR096W	693	666	3476	66.68
YBR097W	4365	4338	851	2.50628
YBR098W	2076	2049	436	2.71853
YBR099C	384	357	0	0
YBR101C	873	846	5186	78.3163
YBR102C	2262	2235	1991	11.3811
YBR103W	1608	1581	1063	8.58996
YBR103C-A	144	117	0	0
YBR104W	990	963	1764	23.4025
YBR105C	1089	1062	964	11.5969
YBR106W	567	540	30117	712.538
YBR107C	738	711	141	2.53361
YBR108W	2844	2817	2171.86	9.84996
YBR109C	444	417	21914	671.391
YBR109W-A	225	198	9	0.58072
YBR110W	1350	1323	1536	14.8327
YBR111C	696	669	7081	135.225
YBR111W-A	291	264	582	28.1649
YBR112C	2901	2874	7460.89	33.166
YBR113W	483	456	134.829	3.77755
YBR114W	2373	2346	643	3.50165
YBR115C	4179	4152	17499	53.845
YBR116C	528	501	12.2203	0.311627
YBR117C	2046	2019	25.7797	0.163129
YBR118W	1377	1350	1.32101e+06	12501.5
YBR119W	897	870	741	10.8815
YBR120C	489	462	658	18.1959
YBR121C	2004	1977	47204	305.044
YBR121C-A	159	132	0	0
YBR122C	534	507	1716	43.2413
YBR123C	1950	1923	1693.44	11.2507
YBR124W	360	333	18.5592	0.712042
YBR125C	1182	1155	924	10.2207
YBR126C	1488	1461	15947	139.45
YBR126W-A	207	180	2621.94	186.097
YBR126W-B	144	117	2004.06	218.834
YBR127C	1554	1527	62060	519.233
YBR128C	1035	1008	119	1.50826
YBR129C	987	960	723	9.62181
YBR130C	1278	1251	2410	24.6121
YBR131W	2115	2088	507	3.10218
YBR131C-A	90	63	0	0
YBR132C	1791	1764	1297	9.39358
YBR133C	2484	2457	1559.58	8.10947
YBR134W	402	375	24.4191	0.831933
YBR135W	453	426	2088.73	62.6414
YBR136W	7107	7080	881	1.58976
YBR137W	540	513	2432	60.567
YBR138C	1575	1548	747	6.16509
YBR139W	1527	1500	4340	36.9648
YBR140C	9279	9252	2532	3.49637
YBR141C	1014	987	630.046	8.15539
YBR141W-A	96	69	12.9542	2.39857
YBR142W	2322	2295	4016	22.3563
YBR143C	1314	1287	21463	213.06
YBR144C	315	288	1	0.0443606
YBR145W	1056	1029	870	10.8017
YBR146W	837	810	2379	37.5231
YBR147W	891	864	61	0.901999
YBR148W	1830	1803	140	0.992024
YBR149W	1035	1008	9878	125.198
YBR150C	3285	3258	750.02	2.94111
YBR151W	951	924	2751	38.0372
YBR152W	876	849	407	6.12458
YBR153W	735	708	439	7.92175
YBR154C	648	621	10250	210.874
YBR155W	1158	1131	3010	34.0012
YBR156C	2097	2070	812	5.01159
YBR157C	768	741	906	15.6207
YBR158W	1650	1623	3517	27.6849
YBR159W	1044	1017	6405	80.4615
YBR160W	897	870	2827	41.5142
YBR161W	1131	1104	615	7.11698
YBR162C	1368	1341	32367	308.364
YBR162W-A	198	171	2287	170.868
YBR163W	1758	1731	310	2.28799
YBR164C	552	525	3266	79.478
YBR165W	834	807	902	14.2798
YBR166C	1359	1332	2308	22.1371
YBR167C	423	396	374	12.0661
YBR168W	1242	1215	321	3.37535
YBR169C	2082	2055	3139	19.515
YBR170C	1743	1716	3531	26.2888
YBR171W	621	594	3888	83.6237
YBR172C	2223	2196	3809	22.1599
YBR173C	447	420	5495	167.151
YBR174C	315	288	15.9635	0.70815
YBR175W	948	921	695.037	9.64135
YBR176W	939	912	1269	17.7769
YBR177C	1356	1329	6022.54	57.8954
YBR178W	375	348	19.4622	0.714499
YBR179C	2568	2541	1476	7.42115
YBR180W	1719	1692	32	0.241624
YBR181C	711	684	144623	2701.29
YBR182C	1359	1332	119	1.14139
YBR182C-A	195	168	2	0.152093
YBR183W	951	924	349	4.82551
YBR184W	1572	1545	149	1.2321
YBR185C	837	810	1089	17.1764
YBR186W	1695	1668	17	0.130209
YBR187W	843	816	5527	86.5345
YBR188C	423	396	415	13.3888
YBR189W	588	561	191717	4366.04
YBR190W	312	285	19	0.851723
YBR191W	483	456	93358.1	2615.63
YBR191W-A	75	48	19	5.05711
YBR192W	1134	1107	1021	11.7833
YBR193C	672	645	1110	21.9863
YBR194W	372	345	178	6.5916
YBR195C	1269	1242	931	9.57674
YBR196C	1665	1638	247054	1926.94
YBR196C-A	150	123	0	0
YBR196C-B	105	78	3	0.491379
YBR197C	654	627	737	15.0172
YBR198C	2397	2370	3751	20.2203
YBR199W	1395	1368	4177	39.0093
YBR200W	1656	1629	1941	15.2228
YBR200W-A	165	138	0	0
YBR201W	636	609	448	9.39833
YBR201C-A	204	177	108	7.79543
YBR202W	2538	2511	3991.37	20.3079
YBR203W	2775	2748	86	0.399826
YBR204C	1128	1101	798	9.25988
YBR205W	1215	1188	5872.03	63.1483
YBR206W	324	297	268.966	11.5699
YBR207W	1398	1371	2173	20.2494
YBR208C	5508	5481	4963	11.5684
YBR209W	318	291	18	0.790259
YBR210W	429	402	872	27.7128
YBR211C	975	948	908	12.2368
YBR212W	2019	1992	4631.3	29.7032
YBR213W	825	798	619	9.91009
YBR214W	1584	1557	2964	24.3209
YBR215W	1878	1851	1865	12.8725
YBR216C	2025	1998	1681	10.7489
YBR217W	561	534	188	4.49786
YBR218C	3543	3516	14264.7	51.8328
YBR219C	384	357	0	0
YBR220C	1683	1656	1349	10.4074
YBR221C	1101	1074	27857	331.375
YBR221W-A	105	78	4	0.655172
YBR222C	1632	1605	7690	61.2126
YBR223C	1635	1608	259.376	2.06079
YBR223W-A	120	93	0	0
YBR224W	516	489	11.6237	0.303688
YBR225W	2703	2676	752.803	3.59406
YBR226C	411	384	4.19668	0.139625
YBR227C	1563	1536	1554	12.9256
YBR228W	915	888	233	3.35222
YBR229C	2865	2838	4413	19.866
YBR230C	405	378	2466	83.3472
YBR230W-A	201	174	421	30.9117
YBR231C	912	885	1198	17.2943
YBR232C	360	333	88.3974	3.39145
YBR233W	1242	1215	1350.6	14.2017
YBR233W-A	285	258	435	21.5407
YBR234C	1155	1128	8333	94.3805
YBR235W	3363	3336	1069	4.09394
YBR236C	1311	1284	2257	22.4572
YBR237W	2550	2523	488	2.47111
YBR238C	2196	2169	1474	8.68216
YBR239C	1590	1563	352	2.87722
YBR240C	1353	1326	61	0.587728
YBR241C	1467	1440	1111	9.85692
YBR242W	717	690	1458	26.9959
YBR243C	1347	1320	1881	18.2056
YBR244W	489	462	5849	161.744
YBR245C	3390	3363	8025	30.4865
YBR246W	1164	1137	1142	12.832
YBR247C	1452	1425	4595	41.1965
YBR248C	1659	1632	6456	50.5398
YBR249C	1113	1086	34022	400.239
YBR250W	1572	1545	11	0.0909607
YBR251W	924	897	1600	22.7886
YBR252W	444	417	5552	170.1
YBR253W	366	339	899	33.8805
YBR254C	528	501	1027	26.1892
YBR255W	2085	2058	410	2.54524
YBR255C-A	363	336	262	9.96212
YBR256C	717	690	1633	30.2362
YBR257W	840	813	745	11.7073
YBR258C	429	402	267	8.48545
YBR259W	2067	2040	287	1.79739
YBR260C	2001	1974	1747	11.3067
YBR261C	699	672	4326	82.2445
YBR262C	321	294	992	43.1076
YBR263W	1473	1446	19507	172.35
YBR264C	600	573	615	13.7123
YBR265W	963	936	2320	31.6666
YBR267W	1182	1155	4278	47.3204
YBR266C	453	426	31.0014	0.92974
YBR268W	318	291	1282	56.284
YBR269C	417	390	1737	56.9017
YBR270C	1638	1611	106	0.840621
YBR271W	1260	1233	1221	12.6515
YBR272C	1443	1416	1235	11.1428
YBR273C	1311	1284	3081	30.6561
YBR274W	1584	1557	821	6.73666
YBR275C	5751	5724	1657	3.69839
YBR276C	2424	2397	603	3.21395
YBR277C	402	375	49.2996	1.67958
YBR278W	606	579	589.7	13.012
YBR279W	1338	1311	3783	36.8658
YBR280C	1914	1887	633	4.2857
YBR281C	2637	2610	2369	11.5962
YBR282W	441	414	2030	62.6449
YBR283C	1473	1446	15583	137.681
YBR284W	2394	2367	71	0.383222
YBR285W	435	408	40	1.25253
YBR286W	1614	1587	54823	441.342
YBR287W	1284	1257	3964	40.2892
YBR288C	1452	1425	2115	18.9621
YBR289W	2718	2691	2060.31	9.78158
YBR290W	966	939	1145	15.5786
YBR291C	900	873	578	8.4587
YBR292C	372	345	4	0.148126
YBR293W	1425	1398	144	1.31597
YBR294W	2580	2553	10	0.0500425
YBR295W	3651	3624	258	0.909539
YBR296C	1725	1698	4216	31.7214
YBR296C-A	120	93	0	0
YBR297W	1407	1380	258.045	2.38894
YBR298C	1845	1818	3	0.0210823
YBR298C-A	222	195	0	0
YBR299W	1755	1728	46.4597	0.343497
YBR300C	498	471	0	0
YBR301W	363	336	30.3594	1.15436
YBR302C	1140	1113	2225.16	25.542
YCL076W	744	717	0	0
YCL073C	1848	1821	0	0
YCL069W	1377	1350	13.371	0.126537
YCL068C	783	756	0.989936	0.0167292
YCL067C	633	606	169.5	3.57344
YCL066W	528	501	0	0
YCL065W	369	342	0	0
YCL064C	1083	1056	15822	191.42
YCL063W	1272	1245	1021	10.4772
YCL061C	3291	3264	1816	7.10813
YCL059C	951	924	6509	89.9978
YCL058C	459	432	336	9.93677
YCL058W-A	342	315	652	26.444
YCL057C-A	294	267	3610	172.737
YCL057W	2139	2112	9548	57.7575
YCL056C	435	408	94	2.94346
YCL055W	1008	981	2063	26.8671
YCL054W	2526	2499	7442	38.0464
YCL052C	1251	1224	988	10.3125
YCL051W	1752	1725	970	7.1841
YCL050C	966	939	24612	334.866
YCL049C	939	912	686	9.6099
YCL048W-A	240	213	7	0.419864
YCL048W	1392	1365	11	0.102956
YCL047C	777	750	803	13.6787
YCL045C	2283	2256	12119.4	68.6326
YCL046W	324	297	765.636	32.9348
YCL044C	1254	1227	1922	20.0124
YCL043C	1569	1542	87649.7	726.2
YCL041C	495	468	1843.27	50.319
YCL042W	360	333	264.284	10.1395
YCL040W	1503	1476	17357.7	150.244
YCL039W	2238	2211	1268	7.3269
YCL038C	1587	1560	900	7.37068
YCL037C	1305	1278	35358	353.465
YCL036W	1701	1674	730	5.57131
YCL035C	333	306	8019	334.802
YCL034W	1065	1038	3935	48.4325
YCL033C	507	480	2135	56.8259
YCL032W	1041	1014	637	8.02585
YCL031C	894	867	2133	31.4312
YCL030C	2400	2373	16549	89.0971
YCL029C	1323	1296	1122	11.0606
YCL028W	1218	1191	12892	138.292
YCL027W	1539	1512	1118	9.44669
YCL026C-B	582	555	865	19.9119
YCL026C-A	582	555	56	1.28909
YCL025C	1902	1875	2216.09	15.1
YCL023C	348	321	11.4766	0.456771
YCL024W	3114	3087	1191.22	4.92998
YCL022C	516	489	14.3033	0.373696
YCL021W-A	378	351	6	0.218391
YCL020W	1317	1290	868.798	8.60437
YCL019W	5313	5286	212.677	0.514024
YCL018W	1095	1068	123	1.47138
YCL017C	1494	1467	6813	59.3332
YCL016C	1143	1116	562	6.43372
YCL014W	4911	4884	2204	5.76535
YCL012C	405	378	646	21.8339
YCL011C	1284	1257	6994	71.0854
YCL010C	780	753	923	15.6602
YCL009C	930	903	14485	204.937
YCL008C	1158	1131	832	9.39833
YCL007C	393	366	12.4524	0.434673
YCL005W-A	222	195	5191.55	340.136
YCL005W	771	744	451	7.7445
YCL004W	1566	1539	239	1.98403
YCL002C	792	765	272	4.54252
YCL001W	567	540	2860	67.6647
YCL001W-A	462	435	3	0.0881093
YCL001W-B	255	228	1	0.0560344
YCR001W	315	288	3	0.133082
YCR002C	969	942	5209	70.6469
YCR003W	552	525	1743	42.4158
YCR004C	744	717	15194	270.734
YCR005C	1383	1356	5836	54.9851
YCR006C	474	447	0	0
YCR007C	720	693	80	1.47485
YCR008W	1812	1785	1588	11.3659
YCR009C	798	771	8122	134.586
YCR010C	852	825	31	0.480062
YCR011C	3150	3123	6313	25.8258
YCR012W	1251	1224	926625	9671.92
YCR013C	648	621	99225.7	2041.37
YCR014C	1749	1722	3	0.0222576
YCR015C	954	927	432	5.95379
YCR016W	873	846	2642	39.8981
YCR017C	2862	2835	5173	23.312
YCR018C	666	639	427	8.53723
YCR018C-A	255	228	53.7969	3.01448
YCR019W	1092	1065	431	5.17032
YCR020C	648	621	26	0.534899
YCR020C-A	267	240	887	47.2174
YCR020W-B	237	210	378	22.9965
YCR021C	999	972	254	3.33855
YCR022C	345	318	2	0.0803513
YCR023C	1836	1809	744	5.25441
YCR024C	1479	1452	267	2.34928
YCR024C-B	267	240	10	0.532327
YCR024C-A	123	96	8411.53	1119.42
YCR025C	411	384	0	0
YCR026C	2229	2202	1546	8.96978
YCR027C	630	603	646	13.6869
YCR028C	1539	1512	1082	9.14251
YCR028C-A	408	381	10008	335.592
YCR030C	2613	2586	4004	19.7813
YCR031C	414	387	127639	4213.69
YCR032W	6504	6477	560	1.1046
YCR033W	3681	3654	2137	7.47181
YCR034W	1044	1017	8856	111.252
YCR035C	1185	1158	2458	27.1183
YCR036W	1002	975	2548	33.3876
YCR037C	2772	2745	707.694	3.29377
YCR038C	1929	1902	216.351	1.45324
YCR038W-A	126	99	1.65937	0.21414
YCR039C	633	606	169.5	3.57344
YCR040W	528	501	0	0
YCR041W	333	306	63.1943	2.63844
YCR042C	4224	4197	2761.81	8.40706
YCR043C	384	357	2205	78.9097
YCR044C	1074	1047	1517	18.5109
YCR045C	1476	1449	70	0.617191
YCR045W-A	351	324	0	0
YCR046C	510	483	2477	65.5192
YCR047C	828	801	1887.06	30.0983
YCR047W-A	207	180	178.942	12.7008
YCR049C	447	420	727.644	22.134
YCR048W	1833	1806	2815.88	19.9198
YCR050C	309	282	84.4781	3.82723
YCR051W	669	642	3981	79.2222
YCR052W	1452	1425	3601	32.2848
YCR053W	1545	1518	46437	390.825
YCR054C	1692	1665	1185	9.09272
YCR057C	2772	2745	5478	25.4958
YCR059C	777	750	1632	27.8002
YCR060W	336	309	1015	41.966
YCR061W	1896	1869	3930	26.8641
YCR064C	411	384	26.5167	0.882222
YCR063W	474	447	368.483	10.5317
YCR065W	1695	1668	3214	24.6173
YCR066W	1464	1437	488	4.33863
YCR067C	3198	3171	3854.98	15.5316
YCR068W	1563	1536	798	6.63745
YCR069W	957	930	4111	56.4748
YCR071C	441	414	1265	39.0373
YCR072C	1548	1521	4028	33.8337
YCR073C	3996	3969	248	0.798289
YCR073W-A	948	921	3443	47.7603
YCR075C	783	756	529	8.93971
YCR075W-A	228	201	769	48.8787
YCR076C	753	726	1417	24.9358
YCR077C	2391	2364	10985	59.3666
