genes_id	tAI	stAI
YAR042W	0.403965674394269	0.276858903082375
YAR047C	0.296060507998013	0.16282432944496
YAR050W	0.441214196848655	0.28365689370493
YAR053W	0.291472583104496	0.203152562710004
YAR060C	0.295849166508034	0.23772286299594
YAR064W	0.29074781406979	0.214739314368623
YAR066W	0.451887975737089	0.26888928528275
YAR068W	0.229606287491916	0.188683657350873
YAR069C	0.297574911249357	0.174250790364889
YAR070C	0.297889293026281	0.185048488574245
YAR071W	0.464743961463382	0.280286479905841
YAR073W	0.455822138512295	0.307002415651817
YAR075W	0.489347846139624	0.288410027924419
YBL113C	0.358246540258372	0.251698168658924
YBL113W-A	0.255524216421415	0.200926270446159
YBL112C	0.349453997849104	0.251555615678169
YBL111C	0.317135176360587	0.246712611541107
YBL109W	0.293765496801985	0.198524095596204
YBL108C-A	0.515625139788611	0.318489016393665
YBL108W	0.292880629599778	0.200475437380026
YBL107W-A	0.305714634753193	0.203340846990684
YBL107C	0.359408714803803	0.255739513117248
YBL106C	0.356485124728435	0.237599199701878
YBL105C	0.396702725783508	0.263233610491787
YBL104C	0.363119146920818	0.233063241952371
YBL103C	0.391002951939008	0.258839197050835
YBL102W	0.317240143758343	0.222221463679599
YBL101C	0.359792070398216	0.246959091726886
YBL100W-C	0.325844362500611	0.189770964124653
YBL100W-A	0.39122119948837	0.244912094723072
YBL100W-B	0.358622718593136	0.24041581036094
YBL100C	0.250635687475121	0.220923029737446
YBL099W	0.537241410950877	0.33159223005277
YBL098W	0.406475907656306	0.265766548926858
YBL097W	0.389840611557255	0.256217879334302
YBL096C	0.292013027923825	0.201978518207592
YBL095W	0.356341205965231	0.260928335509644
YBL094C	0.299236487790316	0.210712409582775
YBL093C	0.359269048374442	0.249743366398869
YBL092W	0.638335867022718	0.449372703833296
YBL091C-A	0.335175658295691	0.24868016597193
YBL091C	0.437539104992238	0.293697378180337
YBL090W	0.401626198259951	0.289725677880216
YBL089W	0.327333407574121	0.224430665664642
YBL088C	0.348428184726273	0.231683658048917
YBL087C	0.580478909444997	0.3347048412283
YBL086C	0.358999747917565	0.259378822729007
YBL085W	0.367943320136814	0.250047442140107
YBL084C	0.352535834675448	0.22135485288058
YBL083C	0.320598615756299	0.223529118435789
YBL082C	0.338115111868863	0.249559313251355
YBL081W	0.373380908443415	0.273957854633587
YBL080C	0.370135550117304	0.263000848168641
YBL079W	0.384379600558825	0.256106239969981
YBL078C	0.429173060405766	0.30712707904668
YBL077W	0.320832656030212	0.203843478544811
YBL076C	0.499954507503009	0.314249560793362
YBL075C	0.4332538841117	0.28319723944825
YBL074C	0.38098523825668	0.252228530160428
YBL073W	0.292804915986257	0.175019519634864
YBL072C	0.612359185255701	0.40709187414065
YBL071C-B	0.312400105124129	0.17402832013989
YBL071W-A	0.387776906568061	0.262682658384547
YBL071C	0.307006071337342	0.199230063803261
YBL070C	0.289622549453775	0.184925285465739
YBL069W	0.398116081201169	0.267565453121009
YBL068W-A	0.465414907063639	0.26948305009069
YBL068W	0.40961683559507	0.262126095086176
YBL067C	0.380806291134202	0.240122897172265
YBL066C	0.363113427196818	0.243010390839772
YBL065W	0.32967027903416	0.212952813591517
YBL064C	0.431520572413883	0.292520875751582
YBL063W	0.374258066258208	0.254075783584571
YBL062W	0.2958299883937	0.21018771153823
YBL061C	0.364621877985716	0.238590901303131
YBL060W	0.37335693210834	0.246858598815132
YBL059C-A	0.451898818474004	0.292823671297512
YBL059W	0.311663484249088	0.241346856103327
YBL058W	0.40425489758859	0.263997549704931
YBL057C	0.386436803381712	0.271461047351468
YBL056W	0.41430996910054	0.248185227616972
YBL055C	0.365817248096284	0.244360880883485
YBL054W	0.375356140709032	0.26170746915019
YBL053W	0.288097671361605	0.182682536786923
YBL052C	0.363736520456454	0.243933720701318
YBL051C	0.409392194022289	0.265914256188524
YBL050W	0.40099739602702	0.250407506477956
YBL049W	0.338455893342352	0.247147206362178
YBL048W	0.335223476700498	0.205302454842251
YBL047C	0.42686613301869	0.287678722597395
YBL046W	0.383717227673202	0.239421950944876
YBL045C	0.481995527799292	0.327541410094008
YBL044W	0.283664766376237	0.227523572944173
YBL043W	0.384773365240475	0.231338142695827
YBL042C	0.398207869770441	0.266276331333423
YBL041W	0.408381628670724	0.256514848712073
YBL040C	0.373349098414416	0.253830267068022
YBL039W-B	0.342581167883399	0.215543421360525
YBL039C	0.474060853688835	0.297663260455682
YBL039C-A	0.318396284863102	0.242522517313604
YBL038W	0.390578041241732	0.267340989636088
YBL037W	0.371886063172805	0.255011326333565
YBL036C	0.473716339662942	0.311292423100342
YBL035C	0.3935147998275	0.263635392477894
YBL034C	0.382400963536968	0.253254302352439
YBL033C	0.341341794415175	0.239008634220688
YBL032W	0.438966972150939	0.305044143578804
YBL031W	0.36137006092902	0.261695704419121
YBL030C	0.545926236703442	0.334601332771861
YBL029C-A	0.296348687318366	0.242042307191053
YBL029W	0.336782976907837	0.224856675640357
YBL028C	0.472664618737128	0.331069932907066
YBL027W	0.629618202279816	0.451028305374774
YBL026W	0.423001682938818	0.293891549642202
YBL025W	0.34781988283562	0.219029878616706
YBL024W	0.461115741508121	0.298594615760181
YBL023C	0.414189039917143	0.275074394516053
YBL022C	0.417506735725367	0.297694013462488
YBL021C	0.307965566215801	0.278829986655037
YBL020W	0.382350916911975	0.255808411243644
YBL019W	0.352402183576248	0.24473572734717
YBL018C	0.389788126877949	0.24180649719485
YBL017C	0.404348869850828	0.24366748811651
YBL016W	0.335813443154593	0.251994173507409
YBL015W	0.433422297418137	0.305584251715406
YBL014C	0.342896559575614	0.228876658099447
YBL013W	0.309907521486668	0.239883287198192
YBL012C	0.262611829194237	0.188951500929867
YBL011W	0.400885756752831	0.276893041129162
YBL010C	0.337342130873617	0.255125216134801
YBL009W	0.36392448675546	0.247600758083048
YBL008W-A	0.262032473677197	0.213886840885
YBL008W	0.36290572878866	0.245107188407447
YBL007C	0.427241196976738	0.294650019802023
YBL006C	0.267724043714535	0.198539159136951
YBL006W-A	0.348232541535811	0.235189581439388
YBL005W	0.372787297940803	0.246789042504185
YBL005W-A	0.375926980089496	0.251643702766472
YBL005W-B	0.350896648128905	0.237206668009056
YBL004W	0.370367281807599	0.239628994309732
YBL003C	0.56247234429362	0.354040279838088
YBL002W	0.593676147271119	0.404795841276744
YBL001C	0.449566188723796	0.292062212928375
YBR001C	0.371692339822301	0.237935383124337
YBR002C	0.365897064312929	0.262371268824469
YBR003W	0.373482295490299	0.255667378405378
YBR004C	0.375942588289565	0.232828991028462
YBR005W	0.310422953749464	0.248801513857084
YBR006W	0.428768080651034	0.275762945298814
YBR007C	0.339415935545427	0.230646902965576
YBR008C	0.378599366295211	0.248964973118854
YBR009C	0.612158635476636	0.356233256349111
YBR010W	0.595921883255728	0.397558699135868
YBR011C	0.597200142487641	0.400527022920306
YBR012C	0.295753163414791	0.177582898529877
YBR012W-A	0.370423333488122	0.245748500075848
YBR012W-B	0.349472946875698	0.23520233145982
YBR013C	0.316475491217895	0.170785020406336
YBR014C	0.397342587412281	0.259479381658837
YBR015C	0.395945965363033	0.274489498320328
YBR016W	0.356402893845547	0.279196033465991
YBR017C	0.385050265411918	0.248724563506111
YBR018C	0.410542719997319	0.249006385280355
YBR019C	0.415278043352916	0.254125608078001
YBR020W	0.427059320474807	0.270850249230583
YBR021W	0.402047118766852	0.25397773362796
YBR022W	0.343857000174421	0.220745979613393
YBR023C	0.388689006831481	0.248921025092985
YBR024W	0.374384643685037	0.239956114681994
YBR025C	0.574331862592032	0.355496731104829
YBR026C	0.395276798591977	0.26300421622853
YBR027C	0.295421508211004	0.18718342533575
YBR028C	0.382195922379692	0.241074121864321
YBR029C	0.391457833186731	0.254732279512204
YBR030W	0.368239782308756	0.250057286152573
YBR031W	0.630947981678718	0.423355403435977
YBR032W	0.275275824945648	0.212208724378254
YBR033W	0.340357845509849	0.230913970871357
YBR034C	0.463880969197023	0.296242229681938
YBR035C	0.446406782988817	0.302294317625657
YBR036C	0.366841200447682	0.261455062761903
YBR037C	0.354648672504044	0.248804932146443
YBR038W	0.399358406611261	0.258993427979981
YBR039W	0.516070435545477	0.345498458342127
YBR040W	0.369484054937189	0.23285932687132
YBR041W	0.419059523471762	0.258585831143069
YBR042C	0.358373314024919	0.228586421349396
YBR043C	0.354111019116155	0.243742431767282
YBR044C	0.344584209943173	0.245371901731727
YBR045C	0.366509899592208	0.228872597588392
YBR046C	0.400964334866748	0.256316904443649
YBR047W	0.341244835513063	0.25514902526795
YBR048W	0.599886885487418	0.375776893782529
YBR049C	0.429255893319468	0.261584449399724
YBR050C	0.353734987688351	0.235565671796964
YBR051W	0.300802209055567	0.238333613308418
YBR052C	0.408119030532322	0.265410488462393
YBR053C	0.380195225343401	0.237308332150886
YBR054W	0.529544686426424	0.341699848180724
YBR055C	0.362234981565322	0.257529300143114
YBR056W	0.425799065938717	0.256773119864492
YBR056W-A	0.318858588533372	0.184933242098676
YBR056C-B	0.362236224362145	0.236525059891625
YBR057C	0.379427655643234	0.254560416729079
YBR058C	0.385840391721894	0.24273668612501
YBR058C-A	0.334597068347893	0.207713560490695
YBR059C	0.385049309969181	0.25371377240663
YBR060C	0.383085080378526	0.256142339789912
YBR061C	0.367461409772247	0.235243110564815
YBR062C	0.320303590632119	0.249824516821443
YBR063C	0.335555980402739	0.247172890430727
YBR064W	0.314657770805437	0.208210179589497
YBR065C	0.328621715862421	0.235172414423181
YBR066C	0.341934908157678	0.229846088403861
YBR067C	0.531089552920921	0.344383961128429
YBR068C	0.400122900147348	0.260987742867252
YBR069C	0.373226232551084	0.241450082417162
YBR070C	0.321284189822631	0.22618714064252
YBR071W	0.375768161089461	0.270483211009926
YBR072W	0.519486776956819	0.34174635127177
YBR072C-A	0.295095181225261	0.228963128135387
YBR073W	0.353557743575603	0.249969941229309
YBR074W	0.350796206220266	0.224687656308905
YBR076W	0.346270780846465	0.238328785114318
YBR076C-A	0.321719230474886	0.209938898634375
YBR077C	0.379986555008313	0.265756709127146
YBR078W	0.556218877131736	0.35191416102823
YBR079C	0.524207985664121	0.368828995283375
YBR080C	0.418480910148163	0.269227044826522
YBR081C	0.388041311511671	0.258924269609256
YBR082C	0.453849581038284	0.276935467817207
YBR083W	0.344483066969191	0.236692943273275
YBR084W	0.429427337733475	0.27882728278665
YBR084C-A	0.613823106401539	0.416018536855843
YBR085W	0.416983175613688	0.261888520622008
YBR085C-A	0.417835639040733	0.268175497320233
YBR086C	0.398763210746558	0.252826643663835
YBR087W	0.362093675504345	0.242068735984276
YBR088C	0.440610508249403	0.26644067847342
YBR089W	0.335736634507789	0.237764537841849
YBR089C-A	0.53300602476324	0.405693983357167
YBR090C	0.331558475881925	0.262822018321028
YBR091C	0.24936028547087	0.210917266599268
YBR092C	0.490308261585055	0.300394991752169
YBR093C	0.504376860720479	0.302296485646241
YBR094W	0.420169674741155	0.266425319132585
YBR095C	0.394414782495964	0.266679263079686
YBR096W	0.410597108972108	0.251636588326227
YBR097W	0.367269453922667	0.237697467357502
YBR098W	0.323641565479158	0.23151665314901
YBR099C	0.327716571482014	0.171121264935182
YBR101C	0.392544567998954	0.273768875924206
YBR102C	0.370757718196458	0.246860839810581
YBR103W	0.341084273427294	0.216798462829932
YBR103C-A	0.186415653617828	0.175255959941685
YBR104W	0.361335468457093	0.249662650690918
YBR105C	0.365649333042707	0.254956974241205
YBR106W	0.552721258114528	0.364830718513264
YBR107C	0.351798752019108	0.271924649221536
YBR108W	0.350764489626406	0.264848005175857
YBR109C	0.430159029722973	0.2577606262871
YBR109W-A	0.31459387295205	0.218740609416725
YBR110W	0.369763986963672	0.24199104333216
YBR111C	0.456397303243989	0.299004848545648
YBR111W-A	0.371306507295807	0.252302033293837
YBR112C	0.39100762509836	0.287173935181083
YBR113W	0.321745873912794	0.240819036847454
YBR114W	0.377485077622122	0.263330375371025
YBR115C	0.435384522292262	0.271952047258764
YBR116C	0.301952646513937	0.218682042511758
YBR117C	0.39705453573764	0.278218565336771
YBR118W	0.651206576822369	0.417004488978428
YBR119W	0.350542333111351	0.255056310551148
YBR120C	0.39023400958662	0.25928539955932
YBR121C	0.544856860995724	0.331645990559507
YBR121C-A	0.333982415698734	0.253542266373285
YBR122C	0.385032665549173	0.290689519081906
YBR123C	0.3848757820882	0.250506309427531
YBR124W	0.346125497136544	0.240362033558616
YBR125C	0.346118393394571	0.240186578361946
YBR126C	0.405549887173288	0.28962264930698
YBR126W-A	0.412341302941914	0.341548887751995
YBR126W-B	0.258058977786199	0.207924245620084
YBR127C	0.514290809131171	0.321935113011364
YBR128C	0.321993145660524	0.22594250283922
YBR129C	0.368331134327515	0.229788477498999
YBR130C	0.379555426769118	0.24939671280653
YBR131W	0.366602540713137	0.245876951220401
YBR131C-A	0.237580762963278	0.174544252967505
YBR132C	0.365478371679896	0.248560008305945
YBR133C	0.344578278966054	0.24014406274782
YBR134W	0.327910465035943	0.20910659504757
YBR135W	0.393705942729164	0.312078874729188
YBR136W	0.361962543472932	0.24973892536758
YBR137W	0.381495762023967	0.268025588656383
YBR138C	0.358304313833668	0.234324167090036
YBR139W	0.375130481152371	0.220908515255376
YBR140C	0.369432878404177	0.239458447943404
YBR141C	0.358238386106083	0.252215178874938
YBR141W-A	0.283451269697099	0.216102883866518
YBR142W	0.422949007791189	0.283070986463875
YBR143C	0.502346259953778	0.292565018608365
YBR144C	0.359369136804375	0.221690774388947
YBR145W	0.453599336237307	0.275060793773872
YBR146W	0.351217248860172	0.255118346153023
YBR147W	0.344994934395554	0.244259053280856
YBR148W	0.419825891254305	0.281865712970283
YBR149W	0.44006361429416	0.305644127074502
YBR150C	0.361108280175882	0.224608487722751
YBR151W	0.363534511864839	0.264682208513507
YBR152W	0.368638884008856	0.266999324514335
YBR153W	0.30768201448416	0.218725065898245
YBR154C	0.469059602224964	0.30310916129594
YBR155W	0.434989371855212	0.310351021991212
YBR156C	0.354136308239421	0.258984715378559
YBR157C	0.350091744581986	0.243219680473863
YBR158W	0.338711978189232	0.23898452636493
YBR159W	0.44158494590209	0.284496102882129
YBR160W	0.402210490609268	0.262595604172075
YBR161W	0.381580352339003	0.249160641788917
YBR162C	0.47893816354097	0.27285399423535
YBR162W-A	0.38591324830094	0.24549219711622
YBR163W	0.361355143409427	0.22555979772101
YBR164C	0.414586844439499	0.253603490487314
YBR165W	0.351326366545741	0.212911675404639
YBR166C	0.379309271048858	0.236395359772798
YBR167C	0.380127589251119	0.274007745425512
YBR168W	0.347001092195849	0.232200867240682
YBR169C	0.444043466457955	0.29877485489383
YBR170C	0.355755576477423	0.237702412678864
YBR171W	0.399517214058138	0.287441236753768
YBR172C	0.39173658467257	0.267646107432488
YBR173C	0.379147064451407	0.269809742659474
YBR174C	0.339647476206963	0.226580097051004
YBR175W	0.309157945267734	0.208887754879683
YBR176W	0.379622417156435	0.252950395309381
YBR177C	0.395424742709949	0.249173338814779
YBR178W	0.28890966055554	0.2356135242515
YBR179C	0.38249361116402	0.261376324951314
YBR180W	0.35486098707636	0.227764814340137
YBR181C	0.667214101233836	0.459596136445994
YBR182C	0.33670968658301	0.228713356512274
YBR182C-A	0.34067687584243	0.206770978731881
YBR183W	0.360146675363226	0.252517027930393
YBR184W	0.329016101338233	0.216437523526633
YBR185C	0.367192965404685	0.25250776749679
YBR186W	0.338650178533318	0.247358093612993
YBR187W	0.422261779632116	0.29322932901396
YBR188C	0.344560513397089	0.267900737396997
YBR189W	0.66993986390795	0.491271317853375
YBR190W	0.346784090127139	0.220156802622586
YBR191W	0.595670126923119	0.384200691719019
YBR191W-A	0.239203685288431	0.180736045839385
YBR192W	0.359332672483132	0.252280843459632
YBR193C	0.364678999606455	0.26920447667155
YBR194W	0.329235860172409	0.25330166514494
YBR195C	0.372512959154247	0.245382139133512
YBR196C	0.603107060319503	0.393349745755525
YBR196C-A	0.329793528315384	0.180572934926667
YBR196C-B	0.34053218874022	0.269059148511772
YBR197C	0.298306729414494	0.256148905835225
YBR198C	0.368264663146962	0.240917463668174
YBR199W	0.370809788438921	0.228536165874591
YBR200W	0.39217628786592	0.26080938379099
YBR200W-A	0.300015325387337	0.184997066945207
YBR201W	0.327368256020435	0.226467023314471
YBR201C-A	0.256535610517274	0.246581059161659
YBR202W	0.38747014372636	0.266366310210329
YBR203W	0.391849520653133	0.250936704478941
YBR204C	0.341470213802487	0.228769438202593
YBR205W	0.407968523557916	0.264025315860811
YBR206W	0.303288422552379	0.210077645241656
YBR207W	0.371710378046872	0.2409712092242
YBR208C	0.420860821721198	0.269089201225903
YBR209W	0.340923903356416	0.228415647480345
YBR210W	0.325944759427225	0.202324010195086
YBR211C	0.346536547033665	0.248847365982025
YBR212W	0.364875380065078	0.24984653648751
YBR213W	0.356005718285569	0.273633505031036
YBR214W	0.373734544586596	0.270632813028262
YBR215W	0.39196227610529	0.260425207417358
YBR216C	0.361163212956794	0.233283155176057
YBR217W	0.350277579215031	0.219199777507381
YBR218C	0.482457239757497	0.31170375074265
YBR219C	0.309357749246604	0.20233386614867
YBR220C	0.346479399864959	0.236368528957996
YBR221C	0.500929816109244	0.322833980783591
YBR221W-A	0.220087402958458	0.299672661907267
YBR222C	0.421064473284221	0.289653786971522
YBR223C	0.329238123189897	0.246882288036066
YBR223W-A	0.183646028004949	0.203234251601869
YBR224W	0.296738518099586	0.202889236526746
YBR225W	0.369584427472682	0.247901773250059
YBR226C	0.297193783380654	0.193090896360909
YBR227C	0.409790367803818	0.292082759462341
YBR228W	0.327407249338415	0.24649443429832
YBR229C	0.391706839982183	0.255074156988061
YBR230C	0.38364463212387	0.259666035368139
YBR230W-A	0.334380390818885	0.243189853028765
YBR231C	0.353159880436192	0.288507351001588
YBR232C	0.301822101035164	0.218245231894915
YBR233W	0.369988299753887	0.268519537233864
YBR233W-A	0.345404406523702	0.26690018039201
YBR234C	0.411803115973695	0.253185067111597
YBR235W	0.362071574671475	0.238713599801719
YBR236C	0.403104421855113	0.262318236666998
YBR237W	0.377424167770374	0.263343508696829
YBR238C	0.434794450898792	0.266438968853765
YBR239C	0.343169830065239	0.260243871558175
YBR240C	0.324304972613548	0.230028237523136
YBR241C	0.357234037993516	0.272281180213046
YBR242W	0.382804609276106	0.260237604451982
YBR243C	0.370194611628051	0.241600318214942
YBR244W	0.461770579700851	0.296951998383685
YBR245C	0.427257386236113	0.285106102093576
YBR246W	0.351865046180387	0.213055991221599
YBR247C	0.422760848439684	0.272500282287208
YBR248C	0.408095353145764	0.262777594365105
YBR249C	0.5487421040233	0.333215906576737
YBR250W	0.365612500401009	0.238266964217077
YBR251W	0.375210499424474	0.238220043655496
YBR252W	0.423664822829377	0.277348721423613
YBR253W	0.342645179982863	0.273669231129287
YBR254C	0.345340085445636	0.224979979472637
YBR255W	0.344218585680107	0.236713531570524
YBR255C-A	0.387713636641406	0.257458177664494
YBR256C	0.401870413651495	0.276802342768273
YBR257W	0.388871493085592	0.259677484605016
YBR258C	0.39556290093363	0.255811629958171
YBR259W	0.353913477870786	0.246445892027265
YBR260C	0.393841935794908	0.272603841111258
YBR261C	0.375105891854116	0.275790907468633
YBR262C	0.343853718206377	0.265318380041394
YBR263W	0.466943606399203	0.30595042192645
YBR264C	0.300516418347937	0.225330488591973
YBR265W	0.382925856556299	0.263351848812444
YBR267W	0.412043106335333	0.308071826112525
YBR266C	0.324065203718754	0.195260080471124
YBR268W	0.293494455193636	0.243529003988966
YBR269C	0.310662199748524	0.25109569133445
YBR270C	0.3243410938105	0.225397523014441
YBR271W	0.328017226608864	0.225580263174581
YBR272C	0.356678485226933	0.245002474986987
YBR273C	0.385816954494058	0.283460165759069
YBR274W	0.36203225637293	0.244355990185183
YBR275C	0.356486677619613	0.243889475590289
YBR276C	0.331533204627134	0.217703245680794
YBR277C	0.319453027613905	0.195543205818624
YBR278W	0.34951540650311	0.254031524923415
YBR279W	0.436077554919591	0.312509105215809
YBR280C	0.357012059640764	0.223655392749995
YBR281C	0.401515277695278	0.262693375861485
YBR282W	0.393014517281344	0.269585327210574
YBR283C	0.471124926688488	0.290476674303212
YBR284W	0.323462007351702	0.219225083327165
YBR285W	0.398679901250296	0.252811083115084
YBR286W	0.496835883103395	0.313667613270317
YBR287W	0.393704052919446	0.258281631239736
YBR288C	0.372253143268325	0.223061735902226
YBR289W	0.353372066633342	0.271948593162095
YBR290W	0.348164416997284	0.225816615387771
YBR291C	0.365937005855445	0.227252816537168
YBR292C	0.334114546973825	0.208415804267099
YBR293W	0.303996900826294	0.195002143028672
YBR294W	0.361588358681443	0.234037082201639
YBR295W	0.37386750101597	0.242075826811645
YBR296C	0.462309861659115	0.298247510982242
YBR296C-A	0.372596773641729	0.243656406355578
YBR297W	0.329850568904913	0.218145902981201
YBR298C	0.387490872252948	0.251865658896149
YBR298C-A	0.315199626300059	0.232484965076495
YBR299W	0.434261582874208	0.2641253404683
YBR300C	0.265820123309662	0.201119835247452
YBR301W	0.559341847415516	0.353258895457593
YBR302C	0.356480075115644	0.236459108316592
YCL076W	0.374462326396459	0.24412258189028
YCL073C	0.335420709296681	0.22736208802722
YCL069W	0.341550064029299	0.204246230222169
YCL068C	0.322117883759155	0.220268950186963
YCL067C	0.349145447577705	0.247672627007703
YCL066W	0.319389717421461	0.253059865616953
YCL065W	0.289328329489042	0.192465036440334
YCL064C	0.394784157533506	0.259570533472697
YCL063W	0.336616494063044	0.249051770552196
YCL061C	0.399128109793597	0.25699656421436
YCL059C	0.437574347046435	0.30786585455728
YCL058C	0.328359863232213	0.219414021118441
YCL058W-A	0.362342262021748	0.325693240584043
YCL057C-A	0.415588989094934	0.290400366397864
YCL057W	0.416206166474578	0.282652675397769
YCL056C	0.308066160674292	0.213155882567065
YCL055W	0.394520676474028	0.272400250779318
YCL054W	0.490720856864172	0.312415460867582
YCL052C	0.370641416744801	0.238463580964838
YCL051W	0.347619022365668	0.225728298616595
YCL050C	0.472650898912054	0.300296835532638
YCL049C	0.372235951357155	0.2597632844632
YCL048W-A	0.428543774146994	0.297864786016289
YCL048W	0.392616806906565	0.266027421169428
YCL047C	0.352746518774844	0.247713484493142
YCL045C	0.394081272801585	0.253745673501804
YCL046W	0.339427496006258	0.268331914201232
YCL044C	0.353671383394752	0.256071072436894
YCL043C	0.514937301178919	0.349871015842493
YCL041C	0.283413791564167	0.191851636262025
YCL042W	0.276284079869693	0.233828297399382
YCL040W	0.401840346448109	0.297227085108892
YCL039W	0.356111395039164	0.256928747603711
YCL038C	0.340241138969498	0.214280890285743
YCL037C	0.466964153996478	0.324629066082542
YCL036W	0.331868943109691	0.258035149519386
YCL035C	0.455708644950039	0.328075263689535
YCL034W	0.321908919764689	0.255244454482864
YCL033C	0.352982835913005	0.258587614351025
YCL032W	0.352451625031902	0.276892023840683
YCL031C	0.404111009526096	0.266364712553943
YCL030C	0.459089887206641	0.295896943277661
YCL029C	0.369963428897697	0.273559338056923
YCL028W	0.425925880338436	0.268991402599571
YCL027W	0.328322735837791	0.235791843925749
YCL026C-B	0.470347238466857	0.330520036143812
YCL026C-A	0.464097608242932	0.314035105163334
